transaction_id,meal_type,sales_amount,cost_of_goods_sold,customer_age,customer_gender,customer_income_bracket,profit,profit_margin_pct
1733,Spring Rolls,40.81,40.82,18,Female,High,-0.00999999999999801,-0.02
1734,Hot Pot,48.1,17.5,25,Non-Binary,High,30.6,63.62
1735,Noodles,29.88,25.33,62,Female,Middle,4.550000000000001,15.23
1736,Kung Pao Chicken,23.89,41.7,18,Female,Low,-17.810000000000002,-74.55
1737,Hot Pot,51.2,39.02,42,Male,Middle,12.18,23.79
1738,Dim Sum,58.19,19.0,34,Female,Low,39.19,67.35
1739,Noodles,31.85,37.19,47,Female,High,-5.339999999999996,-16.77
1740,Fried Rice,51.9,16.71,57,Female,Middle,35.19,67.8
1741,Kung Pao Chicken,67.03,22.04,60,Female,Middle,44.99,67.12
1742,Hot Pot,48.45,44.35,58,Female,High,4.100000000000001,8.46
1743,Hot Pot,59.27,41.74,18,Non-Binary,High,17.53,29.58
1744,Spring Rolls,69.16,44.59,66,Non-Binary,Low,24.569999999999993,35.53
1745,Fried Rice,38.91,28.91,55,Non-Binary,Low,9.999999999999996,25.7
1746,Spring Rolls,68.48,11.33,43,Male,Middle,57.150000000000006,83.46
1747,Hot Pot,17.96,20.53,40,Non-Binary,Middle,-2.5700000000000003,-14.31
1748,Dim Sum,42.64,39.01,29,Non-Binary,Low,3.6300000000000026,8.51
1749,Dim Sum,37.66,12.61,50,Non-Binary,Low,25.049999999999997,66.52
1750,Spring Rolls,38.64,10.15,68,Non-Binary,Low,28.490000000000002,73.73
1751,Hot Pot,9.6,31.59,63,Female,High,-21.990000000000002,-229.06
1752,Fried Rice,68.89,13.36,58,Female,Middle,55.53,80.61
1753,Dim Sum,15.96,4.18,58,Male,Low,11.780000000000001,73.81
1754,Dim Sum,14.87,7.76,34,Non-Binary,Middle,7.109999999999999,47.81
1755,Spring Rolls,57.36,43.57,57,Non-Binary,Middle,13.79,24.04
1756,Hot Pot,60.02,18.49,24,Male,Middle,41.53,69.19
1757,Fried Rice,32.44,16.91,44,Non-Binary,Low,15.529999999999998,47.87
1758,Kung Pao Chicken,44.54,27.84,40,Male,Low,16.7,37.49
1759,Kung Pao Chicken,57.49,28.86,29,Non-Binary,Middle,28.630000000000003,49.8
1760,Fried Rice,65.68,44.9,57,Non-Binary,Middle,20.78000000000001,31.64
1761,Dim Sum,17.28,16.38,40,Female,Middle,0.9000000000000021,5.21
1762,Fried Rice,52.34,28.31,23,Non-Binary,High,24.030000000000005,45.91
1763,Kung Pao Chicken,38.57,15.73,25,Male,Low,22.84,59.22
1764,Spring Rolls,65.34,44.54,32,Female,Middle,20.800000000000004,31.83
1765,Hot Pot,40.77,26.41,66,Female,Low,14.360000000000003,35.22
1766,Noodles,12.21,15.45,59,Female,High,-3.2399999999999984,-26.54
1767,Kung Pao Chicken,68.14,44.66,64,Non-Binary,Middle,23.480000000000004,34.46
1768,Hot Pot,66.54,32.1,41,Non-Binary,Low,34.440000000000005,51.76
1769,Hot Pot,14.13,29.9,23,Female,Middle,-15.769999999999998,-111.61
1770,Kung Pao Chicken,19.63,26.33,57,Male,Middle,-6.699999999999999,-34.13
1771,Noodles,13.69,37.58,60,Female,Middle,-23.89,-174.51
1772,Kung Pao Chicken,38.21,43.05,54,Female,High,-4.839999999999996,-12.67
1773,Kung Pao Chicken,15.64,29.93,31,Non-Binary,Middle,-14.29,-91.37
1774,Sweet & Sour Pork,60.91,44.72,55,Female,Low,16.189999999999998,26.58
1775,Hot Pot,30.52,43.28,25,Female,Middle,-12.760000000000002,-41.81
1776,Sweet & Sour Pork,48.85,10.08,27,Non-Binary,Middle,38.77,79.37
1777,Hot Pot,43.47,35.08,59,Male,Middle,8.39,19.3
1778,Hot Pot,66.59,41.04,40,Non-Binary,Middle,25.550000000000004,38.37
1779,Spring Rolls,60.56,7.87,26,Male,Middle,52.690000000000005,87.0
1780,Fried Rice,56.35,11.08,60,Non-Binary,Low,45.27,80.34
1781,Fried Rice,8.94,10.17,63,Non-Binary,Low,-1.2300000000000004,-13.76
1782,Fried Rice,33.63,25.32,20,Male,Low,8.310000000000002,24.71
1783,Sweet & Sour Pork,49.08,6.4,53,Male,Middle,42.68,86.96
1784,Spring Rolls,35.18,10.78,40,Non-Binary,Low,24.4,69.36
1785,Dim Sum,14.57,14.07,42,Female,Middle,0.5,3.43
1786,Sweet & Sour Pork,20.25,34.48,24,Non-Binary,Low,-14.229999999999997,-70.27
1787,Fried Rice,48.51,11.97,42,Non-Binary,Middle,36.54,75.32
1788,Noodles,9.28,41.91,55,Non-Binary,Middle,-32.629999999999995,-351.62
1789,Noodles,40.07,7.48,41,Non-Binary,High,32.59,81.33
1790,Hot Pot,32.49,29.7,34,Female,Middle,2.7900000000000027,8.59
1791,Kung Pao Chicken,14.52,23.32,48,Male,Middle,-8.8,-60.61
1792,Hot Pot,56.78,9.09,54,Female,Low,47.69,83.99
1793,Hot Pot,48.37,16.93,62,Female,Middle,31.439999999999998,65.0
1794,Noodles,64.52,32.22,47,Female,Middle,32.3,50.06
1795,Spring Rolls,52.25,27.16,25,Male,Middle,25.09,48.02
1796,Spring Rolls,60.66,13.94,44,Female,Middle,46.72,77.02
1797,Sweet & Sour Pork,54.75,23.77,45,Female,Middle,30.98,56.58
1798,Spring Rolls,26.69,8.94,23,Male,Low,17.75,66.5
1799,Fried Rice,46.47,9.48,19,Female,High,36.989999999999995,79.6
1800,Hot Pot,55.33,16.21,28,Male,High,39.12,70.7
1801,Dim Sum,49.57,13.78,51,Male,Low,35.79,72.2
1802,Spring Rolls,16.01,17.26,57,Female,Middle,-1.25,-7.81
1803,Spring Rolls,52.79,34.49,60,Female,Middle,18.299999999999997,34.67
1804,Noodles,68.99,3.82,39,Female,Middle,65.17,94.46
1805,Noodles,37.66,30.31,55,Female,Middle,7.349999999999998,19.52
1806,Sweet & Sour Pork,51.24,7.41,60,Female,High,43.83,85.54
1807,Fried Rice,19.79,44.46,64,Female,Middle,-24.67,-124.66
1808,Sweet & Sour Pork,25.2,7.09,50,Male,Middle,18.11,71.87
1809,Dim Sum,59.11,27.44,51,Female,Middle,31.669999999999998,53.58
1810,Dim Sum,25.81,34.94,63,Male,Middle,-9.129999999999999,-35.37
1811,Dim Sum,36.4,5.89,36,Male,Middle,30.509999999999998,83.82
1812,Noodles,16.08,17.04,31,Male,Middle,-0.9600000000000009,-5.97
1813,Sweet & Sour Pork,44.16,25.87,39,Female,Low,18.289999999999996,41.42
1814,Dim Sum,40.71,38.13,45,Female,Low,2.5799999999999983,6.34
1815,Kung Pao Chicken,46.53,21.2,29,Non-Binary,Middle,25.330000000000002,54.44
1816,Noodles,27.76,12.95,49,Male,Low,14.810000000000002,53.35
1817,Hot Pot,38.37,32.8,32,Male,Middle,5.57,14.52
1818,Sweet & Sour Pork,15.03,4.19,69,Non-Binary,Middle,10.84,72.12
1819,Sweet & Sour Pork,62.15,33.23,65,Male,Low,28.92,46.53
1820,Noodles,35.52,9.57,40,Non-Binary,Low,25.950000000000003,73.06
1821,Sweet & Sour Pork,16.59,23.17,22,Non-Binary,High,-6.580000000000002,-39.66
1822,Dim Sum,46.19,19.09,38,Female,Middle,27.099999999999998,58.67
1823,Spring Rolls,55.95,16.68,21,Female,Low,39.27,70.19
1824,Kung Pao Chicken,40.57,27.2,44,Female,Middle,13.370000000000001,32.96
1825,Spring Rolls,57.61,22.97,34,Non-Binary,High,34.64,60.13
1826,Hot Pot,15.35,39.18,19,Non-Binary,Low,-23.83,-155.24
1827,Fried Rice,66.47,31.2,24,Female,Low,35.269999999999996,53.06
1828,Sweet & Sour Pork,16.16,21.49,26,Female,Middle,-5.329999999999998,-32.98
1829,Spring Rolls,37.87,5.82,46,Non-Binary,Middle,32.05,84.63
1830,Fried Rice,52.19,3.97,38,Female,High,48.22,92.39
1831,Spring Rolls,42.79,7.39,65,Female,Low,35.4,82.73
1832,Kung Pao Chicken,32.85,38.41,50,Male,Middle,-5.559999999999995,-16.93
1833,Hot Pot,63.18,14.32,38,Non-Binary,Low,48.86,77.33
1834,Kung Pao Chicken,15.94,25.75,62,Non-Binary,Middle,-9.81,-61.54
1835,Sweet & Sour Pork,54.44,24.61,46,Male,Middle,29.83,54.79
1836,Noodles,18.82,19.02,52,Non-Binary,Middle,-0.1999999999999993,-1.06
1837,Fried Rice,14.53,26.5,65,Non-Binary,Middle,-11.97,-82.38
1838,Spring Rolls,18.31,37.62,27,Female,Low,-19.31,-105.46
1839,Spring Rolls,50.7,29.28,24,Male,Middle,21.42,42.25
1840,Hot Pot,10.96,30.96,49,Male,Low,-20.0,-182.48
1841,Dim Sum,44.29,42.97,22,Female,Middle,1.3200000000000003,2.98
1842,Sweet & Sour Pork,48.8,27.71,69,Non-Binary,High,21.089999999999996,43.22
1843,Hot Pot,43.98,15.86,66,Non-Binary,High,28.119999999999997,63.94
1844,Fried Rice,26.33,3.54,51,Non-Binary,Middle,22.79,86.56
1845,Fried Rice,18.67,14.4,24,Male,High,4.270000000000001,22.87
1846,Noodles,32.26,26.42,44,Female,Middle,5.839999999999996,18.1
1847,Noodles,68.81,40.09,37,Non-Binary,Middle,28.72,41.74
1848,Noodles,24.04,6.66,51,Non-Binary,Middle,17.38,72.3
1849,Dim Sum,45.73,9.29,66,Male,Middle,36.44,79.69
1850,Spring Rolls,17.77,19.8,63,Female,High,-2.030000000000001,-11.42
1851,Dim Sum,14.31,15.77,32,Female,Middle,-1.459999999999999,-10.2
1852,Spring Rolls,36.74,17.88,40,Female,Middle,18.860000000000003,51.33
1853,Kung Pao Chicken,46.12,21.39,66,Male,Middle,24.729999999999997,53.62
1854,Dim Sum,25.64,31.24,34,Female,Low,-5.599999999999998,-21.84
1855,Spring Rolls,65.02,11.6,53,Non-Binary,High,53.419999999999995,82.16
1856,Sweet & Sour Pork,65.02,33.91,25,Non-Binary,Low,31.11,47.85
1857,Noodles,13.49,25.66,32,Male,Middle,-12.17,-90.21
1858,Fried Rice,58.46,5.51,61,Male,Low,52.95,90.57
1859,Dim Sum,17.37,40.43,28,Non-Binary,Low,-23.06,-132.76
1860,Fried Rice,31.08,18.89,48,Female,Middle,12.189999999999998,39.22
1861,Hot Pot,53.06,34.46,66,Non-Binary,Middle,18.6,35.05
1862,Sweet & Sour Pork,32.59,31.0,27,Female,Middle,1.5900000000000034,4.88
1863,Spring Rolls,54.01,14.66,42,Female,Middle,39.349999999999994,72.86
1864,Spring Rolls,45.2,32.01,22,Female,Low,13.190000000000005,29.18
1865,Sweet & Sour Pork,62.91,5.79,32,Female,High,57.12,90.8
1866,Kung Pao Chicken,14.99,12.08,67,Female,Middle,2.91,19.41
1867,Hot Pot,65.11,40.93,34,Female,Low,24.18,37.14
1868,Noodles,59.01,7.21,57,Male,Middle,51.8,87.78
1869,Sweet & Sour Pork,49.94,32.76,48,Male,Middle,17.18,34.4
1870,Kung Pao Chicken,54.99,38.83,50,Female,Middle,16.160000000000004,29.39
1871,Fried Rice,48.01,22.07,61,Non-Binary,Middle,25.939999999999998,54.03
1872,Hot Pot,8.39,5.11,39,Non-Binary,High,3.2800000000000002,39.09
1873,Spring Rolls,20.02,38.99,19,Non-Binary,Low,-18.970000000000002,-94.76
1874,Fried Rice,38.01,33.3,24,Non-Binary,Middle,4.710000000000001,12.39
1875,Kung Pao Chicken,21.31,26.14,57,Female,Middle,-4.830000000000002,-22.67
1876,Hot Pot,28.97,10.01,36,Female,Middle,18.96,65.45
1877,Fried Rice,14.88,34.26,55,Non-Binary,Low,-19.379999999999995,-130.24
1878,Sweet & Sour Pork,41.85,35.26,19,Female,Middle,6.590000000000003,15.75
1879,Spring Rolls,34.34,12.71,67,Male,Low,21.630000000000003,62.99
1880,Sweet & Sour Pork,52.55,6.72,23,Non-Binary,High,45.83,87.21
1881,Kung Pao Chicken,18.79,36.06,18,Female,High,-17.270000000000003,-91.91
1882,Spring Rolls,17.69,40.86,56,Female,Middle,-23.169999999999998,-130.98
1883,Kung Pao Chicken,15.21,24.2,68,Female,Middle,-8.989999999999998,-59.11
1884,Noodles,63.79,9.0,35,Non-Binary,Middle,54.79,85.89
1885,Sweet & Sour Pork,51.57,30.06,52,Non-Binary,Middle,21.51,41.71
1886,Spring Rolls,62.33,22.96,20,Non-Binary,Low,39.37,63.16
1887,Kung Pao Chicken,18.83,24.35,49,Non-Binary,Middle,-5.520000000000003,-29.31
1888,Dim Sum,26.34,20.18,24,Non-Binary,Middle,6.16,23.39
1889,Noodles,54.25,5.55,18,Female,Middle,48.7,89.77
1890,Dim Sum,25.32,19.09,31,Non-Binary,Low,6.23,24.61
1891,Dim Sum,28.94,16.0,29,Female,Low,12.940000000000001,44.71
1892,Kung Pao Chicken,33.69,35.61,60,Non-Binary,Middle,-1.9200000000000017,-5.7
1893,Dim Sum,37.49,41.99,46,Non-Binary,Low,-4.5,-12.0
1894,Sweet & Sour Pork,16.66,18.46,41,Non-Binary,High,-1.8000000000000007,-10.8
1895,Hot Pot,66.29,32.95,58,Female,Low,33.34,50.29
1896,Kung Pao Chicken,45.58,13.34,39,Non-Binary,Low,32.239999999999995,70.73
1897,Noodles,63.74,8.26,20,Female,Low,55.480000000000004,87.04
1898,Noodles,45.38,4.58,39,Non-Binary,High,40.800000000000004,89.91
1899,Sweet & Sour Pork,16.81,24.95,34,Male,Middle,-8.14,-48.42
1900,Kung Pao Chicken,68.82,38.97,33,Non-Binary,Low,29.849999999999994,43.37
1901,Dim Sum,54.36,15.77,38,Non-Binary,Middle,38.59,70.99
1902,Fried Rice,61.01,36.13,46,Male,Low,24.879999999999995,40.78
1903,Fried Rice,50.22,32.43,39,Non-Binary,Middle,17.79,35.42
1904,Dim Sum,9.37,29.13,56,Female,Low,-19.759999999999998,-210.89
1905,Noodles,67.24,28.39,19,Non-Binary,Middle,38.849999999999994,57.78
1906,Sweet & Sour Pork,11.48,13.03,19,Female,Low,-1.549999999999999,-13.5
1907,Spring Rolls,11.56,40.04,35,Male,Middle,-28.479999999999997,-246.37
1908,Fried Rice,30.34,29.02,29,Male,Middle,1.3200000000000003,4.35
1909,Spring Rolls,29.18,44.94,36,Non-Binary,High,-15.759999999999998,-54.01
1910,Sweet & Sour Pork,40.81,30.2,21,Female,Low,10.610000000000003,26.0
1911,Noodles,45.92,9.38,28,Male,Low,36.54,79.57
1912,Dim Sum,59.01,29.97,35,Non-Binary,Middle,29.04,49.21
1913,Spring Rolls,68.96,10.05,19,Male,Low,58.91,85.43
1914,Hot Pot,56.73,21.09,49,Female,Middle,35.64,62.82
1915,Hot Pot,64.96,21.47,46,Non-Binary,Low,43.489999999999995,66.95
1916,Noodles,67.07,10.41,37,Non-Binary,Middle,56.66,84.48
1917,Noodles,47.06,38.28,30,Male,High,8.780000000000001,18.66
1918,Kung Pao Chicken,26.1,8.68,54,Female,Middle,17.42,66.74
1919,Sweet & Sour Pork,17.96,34.57,50,Non-Binary,Low,-16.61,-92.48
1920,Kung Pao Chicken,12.76,24.91,38,Non-Binary,Low,-12.15,-95.22
1921,Dim Sum,48.26,32.97,63,Female,Low,15.29,31.68
1922,Hot Pot,65.21,23.28,50,Female,Low,41.92999999999999,64.3
1923,Noodles,51.85,9.22,64,Non-Binary,Low,42.63,82.22
1924,Fried Rice,43.95,28.89,61,Female,Low,15.060000000000002,34.27
1925,Noodles,63.46,27.86,20,Female,Middle,35.6,56.1
1926,Dim Sum,49.58,18.86,48,Male,Middle,30.72,61.96
1927,Hot Pot,37.69,12.79,64,Non-Binary,Middle,24.9,66.07
1928,Dim Sum,59.17,13.23,20,Non-Binary,Middle,45.94,77.64
1929,Spring Rolls,56.02,5.87,53,Non-Binary,Middle,50.150000000000006,89.52
1930,Noodles,65.53,20.13,21,Female,Middle,45.400000000000006,69.28
1931,Sweet & Sour Pork,58.14,40.63,19,Female,High,17.509999999999998,30.12
1932,Hot Pot,28.1,28.81,27,Female,Low,-0.7099999999999973,-2.53
1933,Hot Pot,66.54,5.11,65,Non-Binary,Low,61.43000000000001,92.32
1934,Fried Rice,39.01,25.44,26,Male,Low,13.569999999999997,34.79
1935,Sweet & Sour Pork,9.87,44.56,24,Male,Low,-34.690000000000005,-351.47
1936,Kung Pao Chicken,52.07,28.93,52,Male,Low,23.14,44.44
1937,Spring Rolls,35.8,14.98,50,Male,Low,20.819999999999997,58.16
1938,Noodles,38.91,8.7,18,Female,High,30.209999999999997,77.64
1939,Sweet & Sour Pork,56.86,31.01,26,Non-Binary,Middle,25.849999999999998,45.46
1940,Sweet & Sour Pork,43.54,7.94,41,Non-Binary,Middle,35.6,81.76
1941,Kung Pao Chicken,31.03,8.1,44,Non-Binary,Middle,22.93,73.9
1942,Sweet & Sour Pork,19.54,15.61,33,Non-Binary,High,3.9299999999999997,20.11
1943,Spring Rolls,47.44,14.87,48,Non-Binary,High,32.57,68.66
1944,Hot Pot,45.2,43.49,38,Non-Binary,High,1.7100000000000009,3.78
1945,Noodles,9.26,30.93,61,Male,Low,-21.67,-234.02
1946,Hot Pot,28.97,18.36,45,Female,High,10.61,36.62
1947,Fried Rice,56.61,42.37,26,Non-Binary,Low,14.240000000000002,25.15
1948,Dim Sum,64.41,38.39,50,Male,Middle,26.019999999999996,40.4
1949,Kung Pao Chicken,50.21,43.89,47,Male,High,6.32,12.59
1950,Fried Rice,56.72,34.44,30,Male,Low,22.28,39.28
1951,Spring Rolls,36.13,7.35,29,Female,Low,28.78,79.66
1952,Sweet & Sour Pork,22.09,25.95,63,Female,Low,-3.8599999999999994,-17.47
1953,Spring Rolls,32.51,19.79,38,Female,Middle,12.719999999999999,39.13
1954,Noodles,29.71,34.88,47,Male,High,-5.170000000000002,-17.4
1955,Hot Pot,52.56,3.65,59,Male,High,48.910000000000004,93.06
1956,Sweet & Sour Pork,39.11,33.61,33,Female,Low,5.5,14.06
1957,Noodles,50.57,40.4,41,Non-Binary,Middle,10.170000000000002,20.11
1958,Sweet & Sour Pork,55.44,41.38,36,Female,High,14.059999999999995,25.36
1959,Dim Sum,34.36,17.44,29,Female,Middle,16.919999999999998,49.24
1960,Spring Rolls,14.88,12.4,61,Female,Middle,2.4800000000000004,16.67
1961,Hot Pot,59.83,36.66,58,Female,Middle,23.17,38.73
1962,Noodles,61.58,35.69,65,Male,Low,25.89,42.04
1963,Dim Sum,26.38,22.75,20,Non-Binary,Low,3.629999999999999,13.76
1964,Spring Rolls,33.82,34.43,48,Male,Middle,-0.6099999999999994,-1.8
1965,Noodles,44.38,32.72,68,Female,High,11.660000000000004,26.27
1966,Fried Rice,11.56,5.29,65,Female,Low,6.2700000000000005,54.24
1967,Noodles,27.95,40.57,64,Non-Binary,Middle,-12.620000000000001,-45.15
1968,Dim Sum,61.38,16.78,55,Non-Binary,Middle,44.6,72.66
1969,Dim Sum,35.31,4.02,22,Female,Low,31.290000000000003,88.62
1970,Kung Pao Chicken,52.73,33.01,34,Male,Middle,19.72,37.4
1971,Noodles,21.77,39.45,54,Male,Middle,-17.680000000000003,-81.21
1972,Hot Pot,69.55,33.89,43,Male,Middle,35.66,51.27
1973,Hot Pot,60.82,44.39,22,Female,Low,16.43,27.01
1974,Dim Sum,45.19,34.48,33,Male,Middle,10.71,23.7
1975,Noodles,65.44,19.55,36,Male,Low,45.89,70.13
1976,Noodles,65.16,25.0,49,Male,High,40.16,61.63
1977,Sweet & Sour Pork,47.54,5.09,69,Female,Middle,42.45,89.29
1978,Noodles,56.21,37.49,50,Female,Middle,18.72,33.3
1979,Kung Pao Chicken,62.17,20.37,40,Non-Binary,Low,41.8,67.24
1980,Spring Rolls,56.94,20.97,66,Non-Binary,High,35.97,63.17
1981,Fried Rice,54.71,30.09,64,Non-Binary,Low,24.62,45.0
1982,Sweet & Sour Pork,39.97,18.66,64,Female,Low,21.31,53.31
1983,Kung Pao Chicken,46.77,28.04,46,Male,Middle,18.730000000000004,40.05
1984,Noodles,36.41,39.51,30,Female,Low,-3.1000000000000014,-8.51
1985,Hot Pot,33.37,15.35,32,Female,Low,18.019999999999996,54.0
1986,Hot Pot,37.47,28.23,27,Female,Low,9.239999999999998,24.66
1987,Sweet & Sour Pork,22.33,13.2,27,Non-Binary,Low,9.129999999999999,40.89
1988,Hot Pot,10.13,28.73,56,Female,Low,-18.6,-183.61
1989,Noodles,41.49,41.56,29,Male,Middle,-0.07000000000000028,-0.17
1990,Dim Sum,45.45,19.53,54,Female,Middle,25.92,57.03
1991,Hot Pot,57.99,4.05,41,Female,Middle,53.940000000000005,93.02
1992,Spring Rolls,53.26,12.48,19,Female,Middle,40.78,76.57
1993,Fried Rice,29.11,25.5,34,Male,High,3.6099999999999994,12.4
1994,Hot Pot,44.57,18.01,21,Female,High,26.56,59.59
1995,Spring Rolls,20.98,25.54,19,Non-Binary,Low,-4.559999999999999,-21.73
1996,Kung Pao Chicken,20.25,29.87,63,Female,Middle,-9.620000000000001,-47.51
1997,Spring Rolls,38.91,8.89,66,Female,High,30.019999999999996,77.15
1998,Kung Pao Chicken,61.85,13.35,44,Female,Middle,48.5,78.42
1999,Sweet & Sour Pork,41.57,25.9,21,Male,Middle,15.670000000000002,37.7
2000,Fried Rice,9.84,9.06,65,Non-Binary,Low,0.7799999999999994,7.93
2001,Fried Rice,63.16,33.39,44,Female,High,29.769999999999996,47.13
2002,Hot Pot,29.99,24.67,48,Female,Middle,5.319999999999997,17.74
2003,Kung Pao Chicken,26.52,30.19,27,Female,High,-3.6700000000000017,-13.84
2004,Dim Sum,57.25,9.66,29,Male,Middle,47.59,83.13
2005,Spring Rolls,54.26,42.32,23,Female,Middle,11.939999999999998,22.01
2006,Spring Rolls,14.55,44.02,45,Non-Binary,Low,-29.470000000000002,-202.54
2007,Dim Sum,45.39,30.51,28,Female,Middle,14.879999999999999,32.78
2008,Spring Rolls,49.95,18.47,42,Male,High,31.480000000000004,63.02
2009,Fried Rice,64.66,33.09,37,Non-Binary,Low,31.569999999999993,48.82
2010,Spring Rolls,42.45,16.87,23,Male,Low,25.580000000000002,60.26
2011,Dim Sum,28.52,30.62,51,Non-Binary,Middle,-2.1000000000000014,-7.36
2012,Kung Pao Chicken,30.42,20.75,23,Male,High,9.670000000000002,31.79
2013,Dim Sum,27.65,29.91,38,Male,High,-2.2600000000000016,-8.17
2014,Noodles,13.4,40.97,46,Female,High,-27.57,-205.75
2015,Spring Rolls,26.32,13.78,42,Male,Middle,12.540000000000001,47.64
2016,Kung Pao Chicken,23.85,25.28,32,Non-Binary,Low,-1.4299999999999997,-6.0
2017,Dim Sum,54.38,16.14,53,Non-Binary,Middle,38.24,70.32
2018,Hot Pot,61.5,40.87,30,Male,Low,20.630000000000003,33.54
2019,Fried Rice,63.64,42.87,51,Female,High,20.770000000000003,32.64
2020,Dim Sum,28.04,16.66,41,Male,Low,11.379999999999999,40.58
2021,Spring Rolls,35.23,33.74,43,Non-Binary,Low,1.4899999999999949,4.23
2022,Hot Pot,20.0,13.12,30,Male,High,6.880000000000001,34.4
2023,Sweet & Sour Pork,69.86,24.11,45,Male,Middle,45.75,65.49
2024,Sweet & Sour Pork,50.51,30.92,47,Non-Binary,Middle,19.589999999999996,38.78
2025,Kung Pao Chicken,60.6,33.38,47,Male,Low,27.22,44.92
2026,Sweet & Sour Pork,65.45,42.39,44,Female,Middle,23.060000000000002,35.23
2027,Hot Pot,36.72,24.12,23,Female,Middle,12.599999999999998,34.31
2028,Noodles,41.24,21.53,24,Female,High,19.71,47.79
2029,Kung Pao Chicken,34.54,30.27,30,Female,Low,4.27,12.36
2030,Sweet & Sour Pork,65.89,21.13,51,Non-Binary,Middle,44.760000000000005,67.93
2031,Fried Rice,50.66,42.14,27,Female,High,8.519999999999996,16.82
2032,Fried Rice,16.42,36.86,26,Non-Binary,Low,-20.439999999999998,-124.48
2033,Sweet & Sour Pork,46.36,22.42,20,Female,Low,23.939999999999998,51.64
2034,Spring Rolls,14.12,28.0,68,Male,Middle,-13.88,-98.3
2035,Spring Rolls,24.18,10.55,49,Male,Low,13.629999999999999,56.37
2036,Dim Sum,61.11,28.66,46,Male,Middle,32.45,53.1
2037,Dim Sum,48.96,41.97,64,Non-Binary,Middle,6.990000000000002,14.28
2038,Spring Rolls,62.81,35.38,27,Female,High,27.43,43.67
2039,Hot Pot,14.92,26.98,58,Female,Low,-12.06,-80.83
2040,Noodles,65.76,42.58,22,Female,Middle,23.180000000000007,35.25
2041,Fried Rice,34.49,29.25,68,Female,Middle,5.240000000000002,15.19
2042,Sweet & Sour Pork,26.95,36.68,24,Female,High,-9.73,-36.1
2043,Kung Pao Chicken,69.17,41.9,41,Female,Low,27.270000000000003,39.42
2044,Hot Pot,14.36,11.83,25,Non-Binary,Middle,2.5299999999999994,17.62
2045,Dim Sum,10.31,34.69,28,Male,High,-24.379999999999995,-236.47
2046,Kung Pao Chicken,22.03,28.37,55,Male,Middle,-6.34,-28.78
2047,Fried Rice,58.73,40.61,47,Female,Middle,18.119999999999997,30.85
2048,Fried Rice,47.74,39.87,33,Non-Binary,Low,7.8700000000000045,16.49
2049,Fried Rice,61.99,40.56,57,Non-Binary,Middle,21.43,34.57
2050,Kung Pao Chicken,52.13,3.14,42,Male,Middle,48.99,93.98
2051,Kung Pao Chicken,67.95,9.9,56,Non-Binary,Low,58.050000000000004,85.43
2052,Kung Pao Chicken,63.43,34.89,36,Female,Low,28.54,44.99
2053,Sweet & Sour Pork,40.1,6.6,53,Non-Binary,Middle,33.5,83.54
2054,Spring Rolls,57.81,37.73,20,Non-Binary,Low,20.080000000000005,34.73
2055,Kung Pao Chicken,58.6,3.74,28,Male,Low,54.86,93.62
2056,Dim Sum,15.86,23.32,49,Male,Middle,-7.460000000000001,-47.04
2057,Spring Rolls,51.73,36.9,47,Female,Middle,14.829999999999998,28.67
2058,Noodles,37.35,39.79,51,Non-Binary,Middle,-2.4399999999999977,-6.53
2059,Hot Pot,14.84,19.61,64,Non-Binary,Middle,-4.77,-32.14
2060,Spring Rolls,34.68,44.37,43,Male,Middle,-9.689999999999998,-27.94
2061,Sweet & Sour Pork,9.12,28.19,39,Male,High,-19.07,-209.1
2062,Kung Pao Chicken,36.82,42.12,64,Non-Binary,High,-5.299999999999997,-14.39
2063,Spring Rolls,8.43,18.68,21,Female,High,-10.25,-121.59
2064,Spring Rolls,58.17,19.76,53,Male,Low,38.41,66.03
2065,Hot Pot,20.31,15.59,36,Female,Middle,4.719999999999999,23.24
2066,Dim Sum,22.97,31.98,53,Male,Middle,-9.010000000000002,-39.23
2067,Kung Pao Chicken,63.04,6.76,39,Female,Middle,56.28,89.28
2068,Spring Rolls,34.94,20.66,36,Male,Low,14.279999999999998,40.87
2069,Noodles,26.98,38.4,42,Female,Middle,-11.419999999999998,-42.33
2070,Hot Pot,12.09,14.84,30,Female,Middle,-2.75,-22.75
2071,Hot Pot,45.57,20.33,47,Non-Binary,Middle,25.240000000000002,55.39
2072,Hot Pot,55.91,20.11,20,Female,Middle,35.8,64.03
2073,Noodles,9.84,8.01,30,Female,Low,1.83,18.6
2074,Dim Sum,63.7,13.06,39,Non-Binary,Middle,50.64,79.5
2075,Hot Pot,19.11,44.09,57,Non-Binary,Low,-24.980000000000004,-130.72
2076,Kung Pao Chicken,40.34,18.26,65,Non-Binary,High,22.080000000000002,54.73
2077,Fried Rice,12.05,10.23,44,Female,Middle,1.8200000000000003,15.1
2078,Spring Rolls,54.28,10.18,45,Female,Middle,44.1,81.25
2079,Sweet & Sour Pork,61.43,29.61,42,Non-Binary,Middle,31.82,51.8
2080,Kung Pao Chicken,21.84,20.88,22,Male,Middle,0.9600000000000009,4.4
